Amenity Type,Name,Latitude,Longitude
fuel,indian oil,25.4388788,81.8582634
fuel,Unknown,25.6887877,82.4242535
fuel,Unknown,25.3914022,81.1463445
fuel,तेलियरगंज पेट्रोल पंप,25.4982624,81.8628931
fuel,Essar,25.4183563,82.0160124
fuel,Essar Siddhi Vinayak Oil And Energy,24.8252134,81.6571102
fuel,Indian Oil,26.3658473,82.5107809
fuel,Unknown,25.4431953,81.8246250
fuel,Unknown,25.4457683,81.8386471
fuel,Indian Oil Petrol Pump,25.1509743,82.3388427
fuel,Unknown,25.6065435,82.7709314
fuel,Vijay,25.7867525,82.2316079
fuel,GAYATRI,25.3776359,81.8447178
fuel,Saini Truck Stop,25.6100814,81.4195120
fuel,Unknown,25.0013889,82.0629334
fuel,GHANSHYAM PETROL PUMP,25.3510857,82.2285834
fuel,INDIAN OIL,25.3405993,82.2541342
fuel,HP Petrol Pump Sarju Prasad Sarju Prasad Mahabir Prasad,26.2651535,82.0725631
fuel,Bharat Petroleum,25.4428630,81.8670851
fuel,Unknown,25.3379449,81.8291278
motorcycle_parking,Unknown,26.2746564,82.4711353
parking,Unknown,25.4466001,81.8263803
parking,Unknown,24.4640708,81.7285784
parking,Unknown,25.1253730,81.0598215
parking,Unknown,25.5886977,81.3795632
parking,Unknown,25.4859397,81.5348419
parking,Unknown,25.3723184,81.8760411
parking,Unknown,25.4520328,81.8342737
parking,Unknown,25.4596091,81.8355458
parking,Unknown,25.4499315,81.8322392
parking_entrance,Unknown,25.4546803,81.8341701
parking_entrance,Unknown,25.4547017,81.8341731
parking_entrance,Unknown,25.4570857,81.8352741
parking_space,Unknown,25.4487953,81.8823025
atm,Unknown,25.4622718,81.8563931
atm,Unknown,25.4416003,81.8359338
atm,Unknown,25.4425594,81.8360786
atm,SBI ATM,25.4659730,81.8619700
atm,PNB ATM,25.4669710,81.8629450
atm,SBI ATM,25.4610640,81.8261850
atm,Unknown,25.4497243,81.8390254
atm,Unknown,25.4364271,81.8345703
atm,Unknown,25.4390021,81.8582631
atm,Unknown,24.9991576,82.8215144
atm,Unknown,25.4433449,81.8250792
atm,Unknown,25.4302140,81.8288227
atm,Unknown,25.4305143,81.8290998
atm,Unknown,25.4918455,81.8659168
atm,Unknown,25.4937275,81.0811149
atm,Unknown,25.4094397,81.9104443
atm,Punjab National Bank,25.3900038,81.8634397
atm,HDFC Bank,25.4016688,81.8693103
atm,State Bank of India,25.4017337,81.8693735
atm,Unknown,25.4007373,81.8680654
atm,HDFC Bank,25.4020271,81.8697262
atm,State Bank of India,25.4011670,81.8684867
atm,Unknown,25.4024009,81.8695454
atm,Unknown,25.4534761,81.8270895
atm,Unknown,25.4389095,81.8036451
atm,INDIAN BANK ZONAL OFFICE,25.4570374,81.8352544
atm,SBI ATM,25.3769574,81.8488699
atm,Unknown,25.4635480,81.8691613
atm,Unknown,25.4642476,81.8656304
atm,Unknown,25.4688312,81.8650898
atm,Unknown,26.2746320,82.4710716
atm,Punjab National ATM,25.4646294,81.8706560
atm,Unknown,26.2647864,82.0726320
atm,Unknown,26.2645747,82.0721600
bank,Punjab National Bank,25.4622069,81.8563931
bank,Axis Bank,25.4510273,81.8304552
bank,Allahabad Bank,25.4620946,81.8653888
bank,State Bank of India,25.4619518,81.8459346
bank,State Bank of India,25.4657182,81.8569019
bank,Unknown,26.3211546,81.9804325
bank,Bank of Baroda,25.4389773,81.8582096
bank,Unknown,25.4614568,81.8344591
bank,VIJAYA BANK,25.4920966,81.8648709
bank,State Bank of India,25.4303516,81.8289879
bank,Punjab National Bank,25.4302684,81.8282172
bank,भारतीय स्टेट बैंक,25.4947383,81.8621768
bank,Bank of Baroda,25.4096906,81.9108845
bank,Punjab National Bank,26.4270799,82.5332629
bank,Unknown,26.1102707,81.2546065
bank,ICICI Bank,25.4575837,81.8353170
bank,Bank of Baroda,25.4684687,81.8563101
bank,SBI,25.4508371,81.8748722
bank,Allahabad Bank,25.4480711,81.8590286
bank,bank of jhaplu,25.4567230,81.8658677
bank,munuwar rana,25.4575064,81.8642422
bank,Unknown,25.8504392,81.4348708
bank,bankofbaroda,25.8525248,81.4309574
bank,State Bank of India lalganj branch,25.0190209,82.3628360
bank,Punjab National Bank,25.3908930,81.8635954
bank,Bank of India,25.3907074,81.8636433
bank,HDFC Bank,25.3921424,81.8637170
bank,State Bank of India,25.3880304,81.8659736
bank,IDFC First Bank,25.4511585,81.8296072
bank,Central Bank of India,25.4497735,81.8362295
bank,Bank of Baroda,25.4507995,81.8331265
bank,IDFC First Bank,25.4013801,81.8691015
bank,Union Bank of India,25.4378512,81.8405429
bank,Bank of Baroda,25.4380087,81.8407068
bank,AU Small Finance Bank,25.4557056,81.8361265
bank,State Bank of India,25.3768992,81.8489718
bank,Allahabad Bank,25.4720869,81.8682392
bank,Unknown,25.4499147,81.7823723
bank,Unknown,25.4501084,81.7830042
bank,Unknown,25.4500158,81.7835801
bank,Unknown,25.4496806,81.7839111
bank,ICICI Bank,25.3924517,81.8638002
bank,Bank of Baroda,25.3922360,81.8637364
bank,State Bank of India,24.9983342,82.0757170
bank,Unknown,24.9927368,82.0717169
bank,Punjab National Bank,26.2720615,82.4689125
bank,HDFC bank,26.2243930,81.2405744
bank,United Bank Of India,25.4657711,81.8719984
bank,Allahabad Bank,25.4635254,81.8658128
bank,State Bank of India,25.4656341,81.8568128
bank,Shubham Banking Seva Kendra,26.2730429,82.4699582
bank,SBI,26.2703444,82.4690031
bank,Punjab National Bank of Dostpur,26.2702763,82.4692681
bank,STATE BANK OF INDIA,25.4422000,81.8837572
bank,State Bank of India,26.3104868,82.7345646
bank,PNB,26.3093032,82.7411386
bank,Maharashtra Bank,26.3098058,82.7345057
bank,Bank of Baroda,26.2639163,82.0742575
bank,City Union Bank,25.4517323,81.8325850
bank,HDFC Bank,25.4479110,81.8343737
bank,Canara Bank,25.4514279,81.8301846
clinic,Bajaj Hospital Diagnosis Services,25.4551349,81.8350008
clinic,gupta medical store,25.4394997,81.8597543
clinic,Pasonya Nursing Home,24.5531823,81.3043696
clinic,Dr. Deepak Agarwal Clinic,25.4549816,81.8574438
clinic,"Shree Nursing Home, Rewa",24.5439295,81.3025054
clinic,"Dwivedi Medical and Research Center Pvt Ltd,",25.4661464,81.8443251
clinic,Priti Nursing And Maternity Home,25.4502705,81.8590102
clinic,Shree Krishna Nursing Home,26.2160493,81.2422067
clinic,Deep Ganga Clinic,25.4613291,81.8438295
clinic,Bk Nursing Home,25.3901604,82.5673360
clinic,Kunwar Das Sewashram Nursing Home,25.7355930,82.6994187
clinic,"Sharma Nursing Home, Raebareli",26.2191335,81.2409181
clinic,Rajhans Nursing Home,25.3868750,82.5805774
clinic,Narayan Nursing Home,25.7468347,82.6938939
clinic,Adarsh Clinic and Surgical Center,25.4125248,82.0312985
clinic,Kalra Nursing Home,25.4266104,81.8268836
clinic,City Nursing and Maternity Home,25.4429561,81.8284290
clinic,Charu Nursing Home,25.9172500,81.9930951
clinic,Dev Nursing Home,25.4633446,81.8484825
clinic,Jankikund Chikitsalaya,25.1656969,80.8633152
